category_id,category_name,category_slug,url
96,اردو اوپن‌پیڈ سپورٹ,%D8%A7%D8%B1%D8%AF%D9%88-%D8%A7%D9%88%D9%BE%D9%86%E2%80%8C%D9%BE%DB%8C%DA%88-%D8%B3%D9%BE%D9%88%D8%B1%D9%B9,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B1%D8%AF%D9%88-%D8%A7%D9%88%D9%BE%D9%86%E2%80%8C%D9%BE%DB%8C%DA%88-%D8%B3%D9%BE%D9%88%D8%B1%D9%B9.96/
168,اردو سلیکس لینکس,%D8%A7%D8%B1%D8%AF%D9%88-%D8%B3%D9%84%DB%8C%DA%A9%D8%B3-%D9%84%DB%8C%D9%86%DA%A9%D8%B3,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B1%D8%AF%D9%88-%D8%B3%D9%84%DB%8C%DA%A9%D8%B3-%D9%84%DB%8C%D9%86%DA%A9%D8%B3.168/
92,متفرق سپورٹ,%D9%85%D8%AA%D9%81%D8%B1%D9%82-%D8%B3%D9%BE%D9%88%D8%B1%D9%B9,https://www.urduweb.org/mehfil/forums/%D9%85%D8%AA%D9%81%D8%B1%D9%82-%D8%B3%D9%BE%D9%88%D8%B1%D9%B9.92/
73,اردو لوکلائیزیشن,%D8%A7%D8%B1%D8%AF%D9%88-%D9%84%D9%88%DA%A9%D9%84%D8%A7%D8%A6%DB%8C%D8%B2%DB%8C%D8%B4%D9%86,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B1%D8%AF%D9%88-%D9%84%D9%88%DA%A9%D9%84%D8%A7%D8%A6%DB%8C%D8%B2%DB%8C%D8%B4%D9%86.73/
137,اردو ورڈبینک,%D8%A7%D8%B1%D8%AF%D9%88-%D9%88%D8%B1%DA%88%D8%A8%DB%8C%D9%86%DA%A9,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B1%D8%AF%D9%88-%D9%88%D8%B1%DA%88%D8%A8%DB%8C%D9%86%DA%A9.137/
28,پی‌ایچ‌پی‌بی‌بی کا اردو ترجمہ,%D9%BE%DB%8C%E2%80%8C%D8%A7%DB%8C%DA%86%E2%80%8C%D9%BE%DB%8C%E2%80%8C%D8%A8%DB%8C%E2%80%8C%D8%A8%DB%8C-%DA%A9%D8%A7-%D8%A7%D8%B1%D8%AF%D9%88-%D8%AA%D8%B1%D8%AC%D9%85%DB%81,https://www.urduweb.org/mehfil/forums/%D9%BE%DB%8C%E2%80%8C%D8%A7%DB%8C%DA%86%E2%80%8C%D9%BE%DB%8C%E2%80%8C%D8%A8%DB%8C%E2%80%8C%D8%A8%DB%8C-%DA%A9%D8%A7-%D8%A7%D8%B1%D8%AF%D9%88-%D8%AA%D8%B1%D8%AC%D9%85%DB%81.28/
131,پوسٹ نیوک کا اردو ترجمہ,%D9%BE%D9%88%D8%B3%D9%B9-%D9%86%DB%8C%D9%88%DA%A9-%DA%A9%D8%A7-%D8%A7%D8%B1%D8%AF%D9%88-%D8%AA%D8%B1%D8%AC%D9%85%DB%81,https://www.urduweb.org/mehfil/forums/%D9%BE%D9%88%D8%B3%D9%B9-%D9%86%DB%8C%D9%88%DA%A9-%DA%A9%D8%A7-%D8%A7%D8%B1%D8%AF%D9%88-%D8%AA%D8%B1%D8%AC%D9%85%DB%81.131/
132,کاروباری سافٹویر کا ترجمہ,%DA%A9%D8%A7%D8%B1%D9%88%D8%A8%D8%A7%D8%B1%DB%8C-%D8%B3%D8%A7%D9%81%D9%B9%D9%88%DB%8C%D8%B1-%DA%A9%D8%A7-%D8%AA%D8%B1%D8%AC%D9%85%DB%81,https://www.urduweb.org/mehfil/forums/%DA%A9%D8%A7%D8%B1%D9%88%D8%A8%D8%A7%D8%B1%DB%8C-%D8%B3%D8%A7%D9%81%D9%B9%D9%88%DB%8C%D8%B1-%DA%A9%D8%A7-%D8%AA%D8%B1%D8%AC%D9%85%DB%81.132/
155,جملہ (Joomla) کا اردو ترجمہ,%D8%AC%D9%85%D9%84%DB%81-joomla-%DA%A9%D8%A7-%D8%A7%D8%B1%D8%AF%D9%88-%D8%AA%D8%B1%D8%AC%D9%85%DB%81,https://www.urduweb.org/mehfil/forums/%D8%AC%D9%85%D9%84%DB%81-joomla-%DA%A9%D8%A7-%D8%A7%D8%B1%D8%AF%D9%88-%D8%AA%D8%B1%D8%AC%D9%85%DB%81.155/
94,متفرق مقامیانا,%D9%85%D8%AA%D9%81%D8%B1%D9%82-%D9%85%D9%82%D8%A7%D9%85%DB%8C%D8%A7%D9%86%D8%A7,https://www.urduweb.org/mehfil/forums/%D9%85%D8%AA%D9%81%D8%B1%D9%82-%D9%85%D9%82%D8%A7%D9%85%DB%8C%D8%A7%D9%86%D8%A7.94/
59,بزم سخن,%D8%A8%D8%B2%D9%85-%D8%B3%D8%AE%D9%86,https://www.urduweb.org/mehfil/forums/%D8%A8%D8%B2%D9%85-%D8%B3%D8%AE%D9%86.59/
23,پسندیدہ کلام,%D9%BE%D8%B3%D9%86%D8%AF%DB%8C%D8%AF%DB%81-%DA%A9%D9%84%D8%A7%D9%85,https://www.urduweb.org/mehfil/forums/%D9%BE%D8%B3%D9%86%D8%AF%DB%8C%D8%AF%DB%81-%DA%A9%D9%84%D8%A7%D9%85.23/
135,حمد، نعت، مدحت و منقبت,%D8%AD%D9%85%D8%AF%D8%8C-%D9%86%D8%B9%D8%AA%D8%8C-%D9%85%D8%AF%D8%AD%D8%AA-%D9%88-%D9%85%D9%86%D9%82%D8%A8%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%AD%D9%85%D8%AF%D8%8C-%D9%86%D8%B9%D8%AA%D8%8C-%D9%85%D8%AF%D8%AD%D8%AA-%D9%88-%D9%85%D9%86%D9%82%D8%A8%D8%AA.135/
37,اِصلاحِ سخن,%D8%A7%D9%90%D8%B5%D9%84%D8%A7%D8%AD%D9%90-%D8%B3%D8%AE%D9%86,https://www.urduweb.org/mehfil/forums/%D8%A7%D9%90%D8%B5%D9%84%D8%A7%D8%AD%D9%90-%D8%B3%D8%AE%D9%86.37/
17,آپ کی شاعری (پابندِ بحور شاعری),%D8%A2%D9%BE-%DA%A9%DB%8C-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C-%D9%BE%D8%A7%D8%A8%D9%86%D8%AF%D9%90-%D8%A8%D8%AD%D9%88%D8%B1-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C,https://www.urduweb.org/mehfil/forums/%D8%A2%D9%BE-%DA%A9%DB%8C-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C-%D9%BE%D8%A7%D8%A8%D9%86%D8%AF%D9%90-%D8%A8%D8%AD%D9%88%D8%B1-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C.17/
120,آپ کی نثری شاعری بحور سے آزاد,%D8%A2%D9%BE-%DA%A9%DB%8C-%D9%86%D8%AB%D8%B1%DB%8C-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C-%D8%A8%D8%AD%D9%88%D8%B1-%D8%B3%DB%92-%D8%A2%D8%B2%D8%A7%D8%AF,https://www.urduweb.org/mehfil/forums/%D8%A2%D9%BE-%DA%A9%DB%8C-%D9%86%D8%AB%D8%B1%DB%8C-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C-%D8%A8%D8%AD%D9%88%D8%B1-%D8%B3%DB%92-%D8%A2%D8%B2%D8%A7%D8%AF.120/
60,جہان نثر,%D8%AC%DB%81%D8%A7%D9%86-%D9%86%D8%AB%D8%B1,https://www.urduweb.org/mehfil/forums/%D8%AC%DB%81%D8%A7%D9%86-%D9%86%D8%AB%D8%B1.60/
25,اردو ادب,%D8%A7%D8%B1%D8%AF%D9%88-%D8%A7%D8%AF%D8%A8,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B1%D8%AF%D9%88-%D8%A7%D8%AF%D8%A8.25/
19,افسانے,%D8%A7%D9%81%D8%B3%D8%A7%D9%86%DB%92,https://www.urduweb.org/mehfil/forums/%D8%A7%D9%81%D8%B3%D8%A7%D9%86%DB%92.19/
209,مضامین کی ادارت,%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86-%DA%A9%DB%8C-%D8%A7%D8%AF%D8%A7%D8%B1%D8%AA,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86-%DA%A9%DB%8C-%D8%A7%D8%AF%D8%A7%D8%B1%D8%AA.209/
24,آپ کی تحریریں,%D8%A2%D9%BE-%DA%A9%DB%8C-%D8%AA%D8%AD%D8%B1%DB%8C%D8%B1%DB%8C%DA%BA,https://www.urduweb.org/mehfil/forums/%D8%A2%D9%BE-%DA%A9%DB%8C-%D8%AA%D8%AD%D8%B1%DB%8C%D8%B1%DB%8C%DA%BA.24/
133,ناول,%D9%86%D8%A7%D9%88%D9%84,https://www.urduweb.org/mehfil/forums/%D9%86%D8%A7%D9%88%D9%84.133/
171,ایڈونچر ناول,%D8%A7%DB%8C%DA%88%D9%88%D9%86%DA%86%D8%B1-%D9%86%D8%A7%D9%88%D9%84,https://www.urduweb.org/mehfil/forums/%D8%A7%DB%8C%DA%88%D9%88%D9%86%DA%86%D8%B1-%D9%86%D8%A7%D9%88%D9%84.171/
234,ادبی ملٹی میڈیا,%D8%A7%D8%AF%D8%A8%DB%8C-%D9%85%D9%84%D9%B9%DB%8C-%D9%85%DB%8C%DA%88%DB%8C%D8%A7,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%AF%D8%A8%DB%8C-%D9%85%D9%84%D9%B9%DB%8C-%D9%85%DB%8C%DA%88%DB%8C%D8%A7.234/
69,مطالعہ کتب,%D9%85%D8%B7%D8%A7%D9%84%D8%B9%DB%81-%DA%A9%D8%AA%D8%A8,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B7%D8%A7%D9%84%D8%B9%DB%81-%DA%A9%D8%AA%D8%A8.69/
18,طنز و مزاح,%D8%B7%D9%86%D8%B2-%D9%88-%D9%85%D8%B2%D8%A7%D8%AD,https://www.urduweb.org/mehfil/forums/%D8%B7%D9%86%D8%B2-%D9%88-%D9%85%D8%B2%D8%A7%D8%AD.18/
201,مزاحیہ شاعری,%D9%85%D8%B2%D8%A7%D8%AD%DB%8C%DB%81-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B2%D8%A7%D8%AD%DB%8C%DB%81-%D8%B4%D8%A7%D8%B9%D8%B1%DB%8C.201/
61,پسندیدہ مزاحیہ تحریریں,%D9%BE%D8%B3%D9%86%D8%AF%DB%8C%D8%AF%DB%81-%D9%85%D8%B2%D8%A7%D8%AD%DB%8C%DB%81-%D8%AA%D8%AD%D8%B1%DB%8C%D8%B1%DB%8C%DA%BA,https://www.urduweb.org/mehfil/forums/%D9%BE%D8%B3%D9%86%D8%AF%DB%8C%D8%AF%DB%81-%D9%85%D8%B2%D8%A7%D8%AD%DB%8C%DB%81-%D8%AA%D8%AD%D8%B1%DB%8C%D8%B1%DB%8C%DA%BA.61/
62,آپ کی طنزیہ و مزاحیہ تحریریں,%D8%A2%D9%BE-%DA%A9%DB%8C-%D8%B7%D9%86%D8%B2%DB%8C%DB%81-%D9%88-%D9%85%D8%B2%D8%A7%D8%AD%DB%8C%DB%81-%D8%AA%D8%AD%D8%B1%DB%8C%D8%B1%DB%8C%DA%BA,https://www.urduweb.org/mehfil/forums/%D8%A2%D9%BE-%DA%A9%DB%8C-%D8%B7%D9%86%D8%B2%DB%8C%DB%81-%D9%88-%D9%85%D8%B2%D8%A7%D8%AD%DB%8C%DB%81-%D8%AA%D8%AD%D8%B1%DB%8C%D8%B1%DB%8C%DA%BA.62/
233,علمی و ادبی لطیفے,%D8%B9%D9%84%D9%85%DB%8C-%D9%88-%D8%A7%D8%AF%D8%A8%DB%8C-%D9%84%D8%B7%DB%8C%D9%81%DB%92,https://www.urduweb.org/mehfil/forums/%D8%B9%D9%84%D9%85%DB%8C-%D9%88-%D8%A7%D8%AF%D8%A8%DB%8C-%D9%84%D8%B7%DB%8C%D9%81%DB%92.233/
232,محفل چائے خانہ,%D9%85%D8%AD%D9%81%D9%84-%DA%86%D8%A7%D8%A6%DB%92-%D8%AE%D8%A7%D9%86%DB%81,https://www.urduweb.org/mehfil/forums/%D9%85%D8%AD%D9%81%D9%84-%DA%86%D8%A7%D8%A6%DB%92-%D8%AE%D8%A7%D9%86%DB%81.232/
31,اردو نامہ,%D8%A7%D8%B1%D8%AF%D9%88-%D9%86%D8%A7%D9%85%DB%81,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B1%D8%AF%D9%88-%D9%86%D8%A7%D9%85%DB%81.31/
229,ادبیات و لسانیات,%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA-%D9%88-%D9%84%D8%B3%D8%A7%D9%86%DB%8C%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA-%D9%88-%D9%84%D8%B3%D8%A7%D9%86%DB%8C%D8%A7%D8%AA.229/
66,کچن کارنر,%DA%A9%DA%86%D9%86-%DA%A9%D8%A7%D8%B1%D9%86%D8%B1,https://www.urduweb.org/mehfil/forums/%DA%A9%DA%86%D9%86-%DA%A9%D8%A7%D8%B1%D9%86%D8%B1.66/
42,تعلیم و تدریس,%D8%AA%D8%B9%D9%84%DB%8C%D9%85-%D9%88-%D8%AA%D8%AF%D8%B1%DB%8C%D8%B3,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%B9%D9%84%DB%8C%D9%85-%D9%88-%D8%AA%D8%AF%D8%B1%DB%8C%D8%B3.42/
72,عربی کے اسباق,%D8%B9%D8%B1%D8%A8%DB%8C-%DA%A9%DB%92-%D8%A7%D8%B3%D8%A8%D8%A7%D9%82,https://www.urduweb.org/mehfil/forums/%D8%B9%D8%B1%D8%A8%DB%8C-%DA%A9%DB%92-%D8%A7%D8%B3%D8%A8%D8%A7%D9%82.72/
172,ٹیکنالوجی کے اسباق,%D9%B9%DB%8C%DA%A9%D9%86%D8%A7%D9%84%D9%88%D8%AC%DB%8C-%DA%A9%DB%92-%D8%A7%D8%B3%D8%A8%D8%A7%D9%82,https://www.urduweb.org/mehfil/forums/%D9%B9%DB%8C%DA%A9%D9%86%D8%A7%D9%84%D9%88%D8%AC%DB%8C-%DA%A9%DB%92-%D8%A7%D8%B3%D8%A8%D8%A7%D9%82.172/
173,ٹیکنیکل مضامین,%D9%B9%DB%8C%DA%A9%D9%86%DB%8C%DA%A9%D9%84-%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86,https://www.urduweb.org/mehfil/forums/%D9%B9%DB%8C%DA%A9%D9%86%DB%8C%DA%A9%D9%84-%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86.173/
174,نان‌ٹیکنیکل مضامین,%D9%86%D8%A7%D9%86%E2%80%8C%D9%B9%DB%8C%DA%A9%D9%86%DB%8C%DA%A9%D9%84-%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86,https://www.urduweb.org/mehfil/forums/%D9%86%D8%A7%D9%86%E2%80%8C%D9%B9%DB%8C%DA%A9%D9%86%DB%8C%DA%A9%D9%84-%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86.174/
121,طب اور صحت,%D8%B7%D8%A8-%D8%A7%D9%88%D8%B1-%D8%B5%D8%AD%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%B7%D8%A8-%D8%A7%D9%88%D8%B1-%D8%B5%D8%AD%D8%AA.121/
49,سائنس اور ٹیکنالوجی,%D8%B3%D8%A7%D8%A6%D9%86%D8%B3-%D8%A7%D9%88%D8%B1-%D9%B9%DB%8C%DA%A9%D9%86%D8%A7%D9%84%D9%88%D8%AC%DB%8C,https://www.urduweb.org/mehfil/forums/%D8%B3%D8%A7%D8%A6%D9%86%D8%B3-%D8%A7%D9%88%D8%B1-%D9%B9%DB%8C%DA%A9%D9%86%D8%A7%D9%84%D9%88%D8%AC%DB%8C.49/
47,فیشن اور ملبوسات,%D9%81%DB%8C%D8%B4%D9%86-%D8%A7%D9%88%D8%B1-%D9%85%D9%84%D8%A8%D9%88%D8%B3%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D9%81%DB%8C%D8%B4%D9%86-%D8%A7%D9%88%D8%B1-%D9%85%D9%84%D8%A8%D9%88%D8%B3%D8%A7%D8%AA.47/
122,مشاغل,%D9%85%D8%B4%D8%A7%D8%BA%D9%84,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B4%D8%A7%D8%BA%D9%84.122/
119,گھریلو تراکیب اور ٹوٹکے,%DA%AF%DA%BE%D8%B1%DB%8C%D9%84%D9%88-%D8%AA%D8%B1%D8%A7%DA%A9%DB%8C%D8%A8-%D8%A7%D9%88%D8%B1-%D9%B9%D9%88%D9%B9%DA%A9%DB%92,https://www.urduweb.org/mehfil/forums/%DA%AF%DA%BE%D8%B1%DB%8C%D9%84%D9%88-%D8%AA%D8%B1%D8%A7%DA%A9%DB%8C%D8%A8-%D8%A7%D9%88%D8%B1-%D9%B9%D9%88%D9%B9%DA%A9%DB%92.119/
43,پیشہ ورانہ زندگی,%D9%BE%DB%8C%D8%B4%DB%81-%D9%88%D8%B1%D8%A7%D9%86%DB%81-%D8%B2%D9%86%D8%AF%DA%AF%DB%8C,https://www.urduweb.org/mehfil/forums/%D9%BE%DB%8C%D8%B4%DB%81-%D9%88%D8%B1%D8%A7%D9%86%DB%81-%D8%B2%D9%86%D8%AF%DA%AF%DB%8C.43/
175,معیشت و تجارت,%D9%85%D8%B9%DB%8C%D8%B4%D8%AA-%D9%88-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA,https://www.urduweb.org/mehfil/forums/%D9%85%D8%B9%DB%8C%D8%B4%D8%AA-%D9%88-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA.175/
181,ماحولیات,%D9%85%D8%A7%D8%AD%D9%88%D9%84%DB%8C%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D9%85%D8%A7%D8%AD%D9%88%D9%84%DB%8C%D8%A7%D8%AA.181/
44,موسیقی کی دنیا,%D9%85%D9%88%D8%B3%DB%8C%D9%82%DB%8C-%DA%A9%DB%8C-%D8%AF%D9%86%DB%8C%D8%A7,https://www.urduweb.org/mehfil/forums/%D9%85%D9%88%D8%B3%DB%8C%D9%82%DB%8C-%DA%A9%DB%8C-%D8%AF%D9%86%DB%8C%D8%A7.44/
45,سنیما، ٹی وی اور تھیٹر,%D8%B3%D9%86%DB%8C%D9%85%D8%A7%D8%8C-%D9%B9%DB%8C-%D9%88%DB%8C-%D8%A7%D9%88%D8%B1-%D8%AA%DA%BE%DB%8C%D9%B9%D8%B1,https://www.urduweb.org/mehfil/forums/%D8%B3%D9%86%DB%8C%D9%85%D8%A7%D8%8C-%D9%B9%DB%8C-%D9%88%DB%8C-%D8%A7%D9%88%D8%B1-%D8%AA%DA%BE%DB%8C%D9%B9%D8%B1.45/
46,کھیل اور کھلاڑی,%DA%A9%DA%BE%DB%8C%D9%84-%D8%A7%D9%88%D8%B1-%DA%A9%DA%BE%D9%84%D8%A7%DA%91%DB%8C,https://www.urduweb.org/mehfil/forums/%DA%A9%DA%BE%DB%8C%D9%84-%D8%A7%D9%88%D8%B1-%DA%A9%DA%BE%D9%84%D8%A7%DA%91%DB%8C.46/
35,اِسلامی تعلیمات,%D8%A7%D9%90%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%AA%D8%B9%D9%84%DB%8C%D9%85%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%A7%D9%90%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%AA%D8%B9%D9%84%DB%8C%D9%85%D8%A7%D8%AA.35/
192,قران فہمی,%D9%82%D8%B1%D8%A7%D9%86-%D9%81%DB%81%D9%85%DB%8C,https://www.urduweb.org/mehfil/forums/%D9%82%D8%B1%D8%A7%D9%86-%D9%81%DB%81%D9%85%DB%8C.192/
193,اسلامی ملٹی میڈیا,%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D9%85%D9%84%D9%B9%DB%8C-%D9%85%DB%8C%DA%88%DB%8C%D8%A7,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D9%85%D9%84%D9%B9%DB%8C-%D9%85%DB%8C%DA%88%DB%8C%D8%A7.193/
38,سیرتِ سرورِ کائنات,%D8%B3%DB%8C%D8%B1%D8%AA%D9%90-%D8%B3%D8%B1%D9%88%D8%B1%D9%90-%DA%A9%D8%A7%D8%A6%D9%86%D8%A7%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%B3%DB%8C%D8%B1%D8%AA%D9%90-%D8%B3%D8%B1%D9%88%D8%B1%D9%90-%DA%A9%D8%A7%D8%A6%D9%86%D8%A7%D8%AA.38/
202,آج کی خبر,%D8%A2%D8%AC-%DA%A9%DB%8C-%D8%AE%D8%A8%D8%B1,https://www.urduweb.org/mehfil/forums/%D8%A2%D8%AC-%DA%A9%DB%8C-%D8%AE%D8%A8%D8%B1.202/
203,آپ کے کالم,%D8%A2%D9%BE-%DA%A9%DB%92-%DA%A9%D8%A7%D9%84%D9%85,https://www.urduweb.org/mehfil/forums/%D8%A2%D9%BE-%DA%A9%DB%92-%DA%A9%D8%A7%D9%84%D9%85.203/
199,صحافت,%D8%B5%D8%AD%D8%A7%D9%81%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%B5%D8%AD%D8%A7%D9%81%D8%AA.199/
32,سیاست,%D8%B3%DB%8C%D8%A7%D8%B3%D8%AA,https://www.urduweb.org/mehfil/forums/%D8%B3%DB%8C%D8%A7%D8%B3%D8%AA.32/
176,پاکستان میں ایمرجنسی کا نفاذ,%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86-%D9%85%DB%8C%DA%BA-%D8%A7%DB%8C%D9%85%D8%B1%D8%AC%D9%86%D8%B3%DB%8C-%DA%A9%D8%A7-%D9%86%D9%81%D8%A7%D8%B0,https://www.urduweb.org/mehfil/forums/%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86-%D9%85%DB%8C%DA%BA-%D8%A7%DB%8C%D9%85%D8%B1%D8%AC%D9%86%D8%B3%DB%8C-%DA%A9%D8%A7-%D9%86%D9%81%D8%A7%D8%B0.176/
184,ہمارا معاشرہ,%DB%81%D9%85%D8%A7%D8%B1%D8%A7-%D9%85%D8%B9%D8%A7%D8%B4%D8%B1%DB%81,https://www.urduweb.org/mehfil/forums/%DB%81%D9%85%D8%A7%D8%B1%D8%A7-%D9%85%D8%B9%D8%A7%D8%B4%D8%B1%DB%81.184/
36,اسلام اور عصر حاضر,%D8%A7%D8%B3%D9%84%D8%A7%D9%85-%D8%A7%D9%88%D8%B1-%D8%B9%D8%B5%D8%B1-%D8%AD%D8%A7%D8%B6%D8%B1,https://www.urduweb.org/mehfil/forums/%D8%A7%D8%B3%D9%84%D8%A7%D9%85-%D8%A7%D9%88%D8%B1-%D8%B9%D8%B5%D8%B1-%D8%AD%D8%A7%D8%B6%D8%B1.36/
71,تاریخ کا مطالعہ,%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE-%DA%A9%D8%A7-%D9%85%D8%B7%D8%A7%D9%84%D8%B9%DB%81,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE-%DA%A9%D8%A7-%D9%85%D8%B7%D8%A7%D9%84%D8%B9%DB%81.71/
210,تاریخ اسلام,%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE-%D8%A7%D8%B3%D9%84%D8%A7%D9%85,https://www.urduweb.org/mehfil/forums/%D8%AA%D8%A7%D8%B1%DB%8C%D8%AE-%D8%A7%D8%B3%D9%84%D8%A7%D9%85.210/
